country_name,province,confirmed,confirmed_diff,confirmed_08,confirmed_increase_%,deaths,deaths_diff,deaths_08,deaths_increase_%,active,active_diff,active_08,active_increase_%,Lat,Lon,name
Nederland,Zuid-Holland,1803128,0,1803128,0.0,5299,0,5299,0.0,1797829,0,1797829,0.0,51.937835,4.462114,Netherlands
Oostenrijk,,5961143,5283,5955860,0.08870255513057727,21970,21,21949,0.09567634060777257,5939173,5262,5933911,0.08867675972895447,47.5162,14.5501,Austria
Polen,,6444960,3459,6441501,0.05369866433304908,119010,21,118989,0.017648690215061897,6325950,3438,6322512,0.05437712099241567,51.9194,19.1451,Poland
Portugal,,5570473,0,5570473,0.0,26266,0,26266,0.0,5544207,0,5544207,0.0,39.3999,-8.2245,Portugal
Roemenië,,3346046,0,3346046,0.0,67736,0,67736,0.0,3278310,0,3278310,0.0,45.9432,24.9668,Romania
Slovenië,,1331707,511,1331196,0.038386533613382255,7078,1,7077,0.014130281192595733,1324629,510,1324119,0.0385161756609489,46.1512,14.9955,Slovenia
Slovakije,,2667551,262,2667289,0.009822707625607874,21035,2,21033,0.009508867018494746,2646516,260,2646256,0.009825202096849284,48.6690,19.6990,Slovakia
Spanje,Andalusia,1633494,0,1633494,0.0,15575,0,15575,0.0,1617919,0,1617919,0.0,37.5443,-4.7278,Spain
Spanje,Aragon,465284,0,465284,0.0,5448,0,5448,0.0,459836,0,459836,0.0,41.5976,-0.9057,Spain
Spanje,Asturias,265836,0,265836,0.0,3460,0,3460,0.0,262376,0,262376,0.0,43.3614,-5.8593,Spain
Spanje,Baleares,315314,0,315314,0.0,1628,0,1628,0.0,313686,0,313686,0.0,39.710358,2.995148,Spain
Spanje,C. Valenciana,1587186,0,1587186,0.0,10391,0,10391,0.0,1576795,0,1576795,0.0,39.484,-0.7533,Spain
Spanje,Canarias,465160,0,465160,0.0,2270,0,2270,0.0,462890,0,462890,0.0,28.2916,-16.6291,Spain
Spanje,Cantabria,162858,0,162858,0.0,989,0,989,0.0,161869,0,161869,0.0,43.1828,-3.9878,Spain
Spanje,Castilla - La Mancha,611185,0,611185,0.0,8110,0,8110,0.0,603075,0,603075,0.0,39.2796,-3.0977,Spain
Spanje,Castilla y Leon,848587,0,848587,0.0,9433,0,9433,0.0,839154,0,839154,0.0,41.8357,-4.3976,Spain
Spanje,Catalonia,2682569,0,2682569,0.0,21125,0,21125,0.0,2661444,0,2661444,0.0,41.5912,1.5209,Spain
Spanje,Ceuta,24701,0,24701,0.0,194,0,194,0.0,24507,0,24507,0.0,35.8894,-5.3213,Spain
Spanje,Extremadura,310495,0,310495,0.0,2719,0,2719,0.0,307776,0,307776,0.0,39.4937,-6.0679,Spain
Spanje,Galicia,752348,0,752348,0.0,4070,0,4070,0.0,748278,0,748278,0.0,42.5751,-8.1339,Spain
Spanje,La Rioja,111161,0,111161,0.0,965,0,965,0.0,110196,0,110196,0.0,42.2871,2.5396,Spain
Spanje,Madrid,1989045,0,1989045,0.0,20608,0,20608,0.0,1968437,0,1968437,0.0,40.4168,-3.7038,Spain
Spanje,Melilla,25460,0,25460,0.0,170,0,170,0.0,25290,0,25290,0.0,35.2923,-2.9381,Spain
Spanje,Murcia,465199,0,465199,0.0,2545,0,2545,0.0,462654,0,462654,0.0,37.9922,-1.1307,Spain
Spanje,Navarra,258093,0,258093,0.0,1762,0,1762,0.0,256331,0,256331,0.0,42.6954,-1.6761,Spain
Spanje,Pais Vasco,796454,0,796454,0.0,8017,0,8017,0.0,788437,0,788437,0.0,42.9896,-2.6189,Spain
Tsjechië,,4618256,1142,4617114,0.024734065478998354,42491,3,42488,0.007060817171907362,4575765,1139,4574626,0.024898210258062624,49.8175,15.4730,Czechia
Zweden,Blekinge,32341,4,32337,0.012369731267588212,212,0,212,0.0,32129,4,32125,0.01245136186770428,56.2784,15.017999999999999,Sweden
Zweden,Dalarna,81036,15,81021,0.018513718665531156,663,0,663,0.0,80373,15,80358,0.018666467557679384,61.0917,14.6664,Sweden
Zweden,Gavleborg,76018,11,76007,0.014472351230807689,841,1,840,0.11904761904761905,75177,10,75167,0.013303710404831907,61.3012,16.1534,Sweden
Zweden,Gotland,12356,3,12353,0.024285598640006477,101,0,101,0.0,12255,3,12252,0.024485798237022526,57.4684,18.4867,Sweden
Zweden,Halland,113192,49,113143,0.04330802612622964,651,0,651,0.0,112541,49,112492,0.04355865305977314,56.8967,12.8034,Sweden
